Timestamp,Hukseflux SR05 (POA) (POA),temp,dew,humidity,precip,precipprob,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,Generation
2022-01-01 00:00:00,0.1068241,44.7,44.6,99.73,0.007,100.0,0.0,0.0,0.0,0.0,0.0,1014.5,100.0,0.1,0.0,0.0,0.0,0.0
2022-01-01 00:15:00,-0.06339103,44.675000000000004,44.6,99.74000000000001,0.00525,75.0,0.0,0.0,0.0,0.0,0.0,1014.475,100.0,0.07500000000000001,0.0,0.0,0.0,0.0
2022-01-01 00:30:00,-0.1220015,44.650000000000006,44.6,99.75,0.0035,50.0,0.0,0.0,0.0,0.0,0.0,1014.45,100.0,0.05,0.0,0.0,0.0,0.0
2022-01-01 00:45:00,-0.3555793,44.625,44.6,99.75999999999999,0.0017499999999999998,25.0,0.0,0.0,0.0,0.0,0.0,1014.425,100.0,0.024999999999999994,0.0,0.0,0.0,0.0
2022-01-01 01:00:00,-0.3740567,44.6,44.6,99.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.4,100.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 01:15:00,-0.3179106,44.625,44.575,99.71,0.0,0.0,0.0,0.0,0.0,0.05,3.5,1014.45,100.0,0.025,0.0,0.0,0.0,0.0
2022-01-01 01:30:00,-0.3067588,44.650000000000006,44.55,99.65,0.0,0.0,0.0,0.0,0.0,0.1,7.0,1014.5,100.0,0.05,0.0,0.0,0.0,0.0
2022-01-01 01:45:00,-0.2659709,44.675000000000004,44.525,99.59,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,10.5,1014.55,100.0,0.07500000000000001,0.0,0.0,0.0,0.0
2022-01-01 02:00:00,-0.1610647,44.7,44.5,99.53,0.0,0.0,0.0,0.0,0.0,0.2,14.0,1014.6,100.0,0.1,0.0,0.0,0.0,0.0
2022-01-01 02:15:00,-0.1095993,44.775000000000006,44.6,99.59,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,10.5,1014.475,100.0,0.125,0.0,0.0,0.0,0.0
2022-01-01 02:30:00,-0.009606642,44.85,44.7,99.65,0.0,0.0,0.0,0.0,0.0,0.1,7.0,1014.35,100.0,0.15000000000000002,0.0,0.0,0.0,0.0
2022-01-01 02:45:00,0.206883,44.925,44.8,99.71,0.0,0.0,0.0,0.0,0.0,0.04999999999999999,3.5,1014.225,100.0,0.17500000000000002,0.0,0.0,0.0,0.0
2022-01-01 03:00:00,0.06873644,45.0,44.9,99.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.1,100.0,0.2,0.0,0.0,0.0,0.0
2022-01-01 03:15:00,0.02787748,45.0,44.925,99.75999999999999,0.0,0.0,0.0,0.0,0.0,0.075,3.25,1014.0,100.0,0.25,0.0,0.0,0.0,0.0
2022-01-01 03:30:00,0.2033069,45.0,44.95,99.75,0.0,0.0,0.0,0.0,0.0,0.15,6.5,1013.9000000000001,100.0,0.30000000000000004,0.0,0.0,0.0,0.0
2022-01-01 03:45:00,0.08462227,45.0,44.975,99.74000000000001,0.0,0.0,0.0,0.0,0.0,0.22499999999999998,9.75,1013.8000000000001,100.0,0.35000000000000003,0.0,0.0,0.0,0.0
2022-01-01 04:00:00,-0.04894,45.0,45.0,99.73,0.0,0.0,0.0,0.0,0.0,0.3,13.0,1013.7,100.0,0.4,0.0,0.0,0.0,0.0
2022-01-01 04:15:00,-0.1116997,45.025,45.0,99.745,0.0,0.0,0.0,0.0,0.0,0.6,31.25,1013.5250000000001,100.0,0.325,0.0,0.0,0.0,0.0
2022-01-01 04:30:00,0.02029148,45.05,45.0,99.76,0.0,0.0,0.0,0.0,0.0,0.8999999999999999,49.5,1013.35,100.0,0.25,0.0,0.0,0.0,0.0
2022-01-01 04:45:00,-0.04714283,45.075,45.0,99.775,0.0,0.0,0.0,0.0,0.0,1.2,67.75,1013.175,100.0,0.175,0.0,0.0,0.0,0.0
2022-01-01 05:00:00,-0.03802839,45.1,45.0,99.79,0.0,0.0,0.0,0.0,0.0,1.5,86.0,1013.0,100.0,0.1,0.0,0.0,0.0,0.0
2022-01-01 05:15:00,-0.07156992,45.375,45.275,99.7925,0.0,0.0,0.0,0.0,0.0,1.9,92.75,1012.925,100.0,0.1,0.0,0.0,0.0,0.0
2022-01-01 05:30:00,-0.07351895,45.650000000000006,45.55,99.795,0.0,0.0,0.0,0.0,0.0,2.3,99.5,1012.85,100.0,0.1,0.0,0.0,0.0,0.0
2022-01-01 05:45:00,-0.07879142,45.925000000000004,45.825,99.7975,0.0,0.0,0.0,0.0,0.0,2.7,106.25,1012.7750000000001,100.0,0.1,0.0,0.0,0.0,0.0
2022-01-01 06:00:00,-0.03295164,46.2,46.1,99.8,0.0,0.0,0.0,0.0,0.0,3.1,113.0,1012.7,100.0,0.1,0.0,0.0,0.0,0.0
2022-01-01 06:15:00,-0.01286692,46.45,46.375,99.8,0.0,0.0,0.0,0.0,0.0,3.475,118.5,1012.5,100.0,0.2,0.0,0.0,0.0,0.0
2022-01-01 06:30:00,-0.000310267,46.7,46.650000000000006,99.8,0.0,0.0,0.0,0.0,0.0,3.8499999999999996,124.0,1012.3,100.0,0.30000000000000004,0.0,0.0,0.0,0.0
2022-01-01 06:45:00,0.1906376,46.95,46.925000000000004,99.8,0.0,0.0,0.0,0.0,0.0,4.225,129.5,1012.1,100.0,0.4,0.0,0.0,0.0,0.0
2022-01-01 07:00:00,0.4366235,47.2,47.2,99.8,0.0,0.0,0.0,0.0,0.0,4.6,135.0,1011.9,100.0,0.5,0.0,0.0,0.0,0.0
2022-01-01 07:15:00,1.7935,47.275000000000006,47.2,99.545,0.00075,25.0,0.0,0.0,0.0,4.5249999999999995,131.75,1011.975,100.0,0.525,0.75,0.0,0.0,0.30744959
2022-01-01 07:30:00,4.220078,47.35,47.2,99.28999999999999,0.0015,50.0,0.0,0.0,0.0,4.449999999999999,128.5,1012.05,100.0,0.55,1.5,0.0,0.0,0.41892101
2022-01-01 07:45:00,9.255161,47.425,47.2,99.035,0.0022500000000000003,75.0,0.0,0.0,0.0,4.375,125.25,1012.125,100.0,0.575,2.25,0.0,0.0,1.1325113
2022-01-01 08:00:00,12.52104,47.5,47.2,98.78,0.003,100.0,0.0,0.0,0.0,4.3,122.0,1012.2,100.0,0.6,3.0,0.0,0.0,1.7505199999999999
2022-01-01 08:15:00,16.6688,47.75,47.5,99.035,0.0022500000000000003,75.0,0.0,0.0,0.0,4.725,131.25,1012.0500000000001,100.0,0.75,6.0,0.025,0.0,2.5315246000000005
2022-01-01 08:30:00,16.16562,48.0,47.8,99.28999999999999,0.0015,50.0,0.0,0.0,0.0,5.15,140.5,1011.9000000000001,100.0,0.8999999999999999,9.0,0.05,0.0,2.4365892000000002
2022-01-01 08:45:00,17.92563,48.25,48.1,99.545,0.0007499999999999998,25.0,0.0,0.0,0.0,5.575,149.75,1011.75,100.0,1.0499999999999998,12.0,0.07500000000000001,0.0,2.8069093
2022-01-01 09:00:00,17.3777,48.5,48.4,99.8,0.0,0.0,0.0,0.0,0.0,6.0,159.0,1011.6,100.0,1.2,15.0,0.1,0.0,2.7238074
